"date","client","revenue","salary_avg","country","payment"
"2019-08-01","robertmartin567",6634.76,3372.47,"Brazil","cash"
"2020-04-01","johndoe123",8750.09,2008.86,"Brazil","fiverr"
"2019-02-01","kaylamartinez987",8551.92,3718.8,"Brazil","cash"
"2019-03-01","UDLA",9161.8,1633.04,"United States","cash"
"2020-02-01","stephaniechen123",7785.21,1925.45,"United States","cash"
"2019-10-01","laurasmith456",5351.83,1724.02,"United States","cash"
"2019-05-01","UDLA",8654.46,1654.29,"Brazil","paypal"
"2019-09-01","UDLA",7467.81,2851.32,"Brazil","cash"
"2019-04-01","UBO",6129.22,3990.54,"United States","cash"
"2020-10-01","kaylamartinez987",6223.48,2539.47,"United States","cash"
"2019-02-01","hueydog1",8063.16,3808.41,"Brazil","fiverr"
"2019-06-01","robertmartin567",8130.3,1348.75,"United States","fiverr"
"2019-10-01","robertmartin567",4814.43,1516.22,"Brazil","fiverr"
"2019-04-01","UDLA",8358.88,1443.66,"United States","paypal"
"2020-12-01","UDLA",6886.51,2252.15,"Brazil","fiverr"
"2019-06-01","elizabethkim456",10811.85,3373.2,"Brazil","cash"
"2019-02-01","jameslee987",9329.63,2926.15,"Brazil","cash"
"2019-06-01","williamnguyen123",7465.6,1877.92,"Brazil","paypal"
"2020-06-01","kaylamartinez987",12133.89,1041.98,"United States","cash"
"2020-02-01","victoriajones321",4511.39,4161.5,"United States","fiverr"
"2019-02-01","UDLA",10317.68,3419.57,"Germany","cash"
"2020-09-01","andrewgarcia456",9857.86,1966.41,"Brazil","paypal"
"2020-08-01","UDLA",9860.49,2846.78,"Brazil","fiverr"
"2019-05-01","mattmiller234",8462.08,1583.03,"United States","cash"
"2019-02-01","johndoe123",8396.35,765.76,"Brazil","fiverr"
"2019-09-01","UDLA",8047.05,3155.24,"Brazil","fiverr"
"2019-04-01","UBO",8533.17,1962.42,"Spain","cash"
"2019-12-01","UBO",9008.78,3745.85,"Brazil","fiverr"
"2020-07-01","UDLA",10189.64,1981.5,"Germany","cash"
"2020-07-01","peterpark789",8232.36,2238.06,"United States","cash"
"2020-01-01","nataliechen567",8663.37,2551.48,"Brazil","paypal"
"2020-06-01","johndoe123",9534.63,3250.38,"Brazil","paypal"
"2020-11-01","brandicasey39",5205.27,2355.68,"Brazil","fiverr"
"2020-06-01","ericgarcia890",5008.37,3182.36,"United States","paypal"
"2019-12-01","jatalijatali",3964.12,3302.71,"Brazil","cash"
"2020-09-01","ashleytaylor321",7948.15,1061.89,"Brazil","paypal"
"2020-10-01","Larry SDF",4566.04,553.89,"United States","cash"
"2020-02-01","stephaniechen123",3864.46,3487.8,"Brazil","cash"
"2020-09-01","chrisdavis890",10263.04,2487.84,"United States","cash"
"2020-03-01","UBO",10587.04,3903.1,"United States","cash"
"2019-08-01","chrisdavis890",7023.68,868.51,"Burkina Faso","cash"
"2019-01-01","nataliechen567",4149.08,1609.99,"Brazil","paypal"
"2020-02-01","rebeccakelly",6609.89,3465.29,"Brazil","paypal"
"2019-04-01","kaylamartinez987",9465.72,906.33,"Germany","fiverr"
"2019-12-01","UBO",8291.6,2742.15,"United States","paypal"
"2019-06-01","jatalijatali",8222.87,2065.15,"United States","cash"
"2020-03-01","lifeaj130",9140.03,4282.56,"Brazil","paypal"
"2020-12-01","tt_gta",5554.88,1848.48,"Chile","fiverr"
"2020-06-01","lifeaj130",7263.25,3180.4,"Brazil","cash"
"2020-08-01","UBO",9329.28,1826.9,"Brazil","fiverr"
"2020-10-01","ericgarcia890",7799.15,3143.77,"Brazil","cash"
"2019-04-01","danielrivera321",9354.48,3238.67,"Chile","fiverr"
"2019-07-01","UBO",12325.7,641.16,"United States","fiverr"
"2019-01-01","olivialopez567",7186.47,3718.84,"Brazil","cash"
"2019-06-01","meganjackson789",8787.99,2306.75,"Brazil","paypal"
"2019-02-01","UBO",6237.29,1077.63,"Brazil","cash"
"2020-10-01","danielrivera321",6958.11,3249.01,"United States","cash"
"2019-05-01","lifeaj130",7246.94,1250.94,"Brazil","cash"
"2020-08-01","UDLA",9602.9,3304.33,"Brazil","fiverr"
"2020-01-01","UBO",6620.3,3245.79,"United States","cash"
"2019-07-01","rebeccakelly",11890.42,3090.53,"Chile","fiverr"
"2020-08-01","rebeccakelly",5650.54,1705.75,"Brazil","fiverr"
"2020-04-01","chrisdavis890",7687.49,4264.69,"United States","cash"
"2020-11-01","ashleytaylor321",12345.78,2424.93,"Brazil","cash"
"2019-06-01","nataliechen567",6878.56,2360.04,"Chile","cash"
"2019-01-01","jatalijatali",3976.72,1969.69,"Brazil","fiverr"
"2019-02-01","chrisdavis890",5387.54,2052.53,"Brazil","paypal"
"2019-04-01","UBO",7498.17,2035.02,"Brazil","cash"
"2019-08-01","robertmartin567",6990.49,2368.64,"United States","cash"
"2019-12-01","Larry SDF",10114.66,794.71,"Brazil","cash"
"2019-01-01","hueydog1",6825.1,3140.05,"United States","cash"
"2020-02-01","madisonjackson123",7522.3,2263.23,"Brazil","paypal"
"2019-08-01","UDLA",9161.7,3352.94,"United States","cash"
"2019-10-01","UBO",6241.52,2230.69,"Brazil","fiverr"
"2020-11-01","UDLA",7520.95,3075.56,"United States","cash"
"2020-09-01","UDLA",6353.48,3447.62,"Brazil","cash"
"2020-01-01","UDLA",9939.18,2621.67,"Brazil","cash"
"2020-09-01","peterpark789",11540.57,2512.49,"United States","fiverr"
"2020-12-01","thomasdavis234",4508.71,1293.7,"Brazil","cash"
"2020-09-01","advantagehayoor",9024.54,3255.94,"Spain","cash"
"2020-12-01","Larry SDF",8813.31,3247.51,"Brazil","cash"
"2020-05-01","rebeccakelly",7756.85,2734.24,"Brazil","fiverr"
"2019-11-01","mattmiller234",9691.31,3212.8,"Brazil","fiverr"
"2020-05-01","danielrivera321",9409.2,2841.71,"Brazil","cash"
"2020-03-01","rebeccakelly",6582.84,3464.38,"United States","cash"
"2019-08-01","madisonjackson123",9620.11,2295.94,"Brazil","cash"
"2019-06-01","olivialopez567",8326.95,2126.25,"United States","cash"
"2020-10-01","UDLA",7872.4,2916.55,"Brazil","cash"
"2020-07-01","meganjackson789",11548.34,2026.29,"Germany","cash"
"2020-01-01","rebeccakelly",5866.67,2645.8,"Brazil","cash"
"2019-04-01","UBO",7158.08,1459.94,"Brazil","cash"
"2020-02-01","advantagehayoor",11492.19,2158.43,"United States","cash"
"2020-08-01","jatalijatali",11725.61,3227.63,"Brazil","cash"
"2020-02-01","peterpark789",5674.8,1861.33,"Brazil","fiverr"
"2020-09-01","meganjackson789",8044.18,2198.78,"Brazil","cash"
"2020-11-01","rebeccakelly",7788.66,2944.59,"Brazil","cash"
"2019-07-01","lifeaj130",8523.79,2955.89,"Brazil","paypal"
"2019-08-01","UDLA",5195.49,3881.07,"United States","fiverr"
"2019-12-01","UBO",8768.12,3193.61,"United States","cash"
"2020-12-01","lifeaj130",5266.42,2268.7,"United States","fiverr"
"2019-04-01","meganjackson789",9647.1,1918.43,"United States","fiverr"
"2020-04-01","UDLA",8837.96,584.41,"Brazil","fiverr"
"2019-10-01","elizabethkim456",5716.57,2414.21,"Spain","paypal"
"2020-04-01","andrewgarcia456",6367.4,2209.04,"Chile","cash"
"2020-10-01","jatalijatali",9534.12,3520.33,"Brazil","cash"
"2020-03-01","elizabethkim456",6129.05,820.41,"Brazil","cash"
"2019-07-01","advantagehayoor",6764.16,2384.31,"Chile","cash"
"2019-02-01","jatalijatali",9775.5,2359.73,"United States","cash"
"2020-08-01","andrewgarcia456",7362.35,2780.55,"United States","cash"
"2019-02-01","UDLA",9234.7,2342.81,"Brazil","fiverr"
"2020-10-01","danielrivera321",6405.6,2639.73,"Brazil","fiverr"
"2020-12-01","lifeaj130",3750.99,2181.43,"Burkina Faso","paypal"
"2020-05-01","olivialopez567",10254.17,2982.09,"United States","fiverr"
"2019-08-01","brandicasey39",9582.78,4646.66,"Brazil","fiverr"
"2019-06-01","olivialopez567",10025.36,3348.91,"Brazil","cash"
"2019-05-01","laurasmith456",8801.72,2356.42,"United States","fiverr"
"2019-06-01","jatalijatali",6328.03,820.69,"Brazil","cash"
"2019-02-01","UBO",9626.61,3238.05,"United States","cash"
"2019-02-01","olivialopez567",9452.13,4397.08,"United States","cash"
"2020-01-01","jatalijatali",8629.43,2736.46,"Brazil","fiverr"
"2019-11-01","andrewgarcia456",6323.63,2016.97,"Brazil","cash"
"2020-06-01","ryanmiller654",10256.36,1201.42,"United States","cash"
"2020-07-01","tt_gta",7406.74,1757.95,"United States","cash"
"2020-02-01","williamnguyen123",10900.66,3052.28,"Germany","cash"
"2019-11-01","UBO",10145.59,2450.5,"Germany","paypal"
"2019-08-01","josephrivera789",5938.72,3547.93,"Brazil","cash"
"2019-10-01","lifeaj130",7027.45,2574.82,"Brazil","cash"
"2019-11-01","johndoe123",9661.25,4348.87,"Brazil","fiverr"
"2019-08-01","rebeccakelly",6034.5,1526.83,"United States","paypal"
"2020-04-01","lifeaj130",8562.04,2160.24,"Brazil","fiverr"
"2020-05-01","mattmiller234",11207.35,836.52,"Germany","fiverr"
"2020-07-01","jatalijatali",10969.59,2521.27,"United States","cash"
"2020-10-01","laurenrodriguez654",6970.79,1852.74,"Brazil","cash"
"2020-08-01","andrewgarcia456",5248.98,818.66,"United States","cash"
"2019-11-01","josephrivera789",6996.71,2159.35,"United States","fiverr"
"2020-10-01","Larry SDF",7543.91,2804.69,"Germany","paypal"
"2019-07-01","nataliechen567",6877.29,3901.62,"United States","cash"
"2019-10-01","UBO",8969.73,2708.21,"United States","paypal"
"2019-11-01","advantagehayoor",10817.31,1632.31,"United States","cash"
"2020-05-01","jatalijatali",4774.8,4197.64,"United Arab Emirates","fiverr"
"2020-01-01","jenniferbrown890",9392.65,2227.98,"Brazil","cash"
"2019-03-01","josephrivera789",8800.72,2136.84,"Brazil","cash"
"2019-02-01","nataliechen567",6665.48,2965.58,"Germany","cash"
"2019-12-01","rebeccakelly",4547.9,3717.6,"Chile","cash"
"2019-11-01","meganjackson789",7691.5,2248.54,"Germany","cash"
"2020-02-01","UDLA",9865.64,1447.86,"Brazil","fiverr"
"2020-01-01","meganjackson789",7189.48,2580.86,"Brazil","fiverr"
"2020-12-01","chrisdavis890",10088.8,1910.03,"Brazil","cash"
"2020-06-01","mattmiller234",9073.13,2696.7,"Brazil","paypal"
"2020-04-01","jameslee987",8478.22,627.58,"Germany","cash"
"2019-07-01","UDLA",7652.69,2586.52,"Brazil","cash"
"2020-09-01","UBO",7539.14,1508.45,"United States","cash"
"2020-07-01","jatalijatali",7132.6,3104.09,"Brazil","cash"
"2019-06-01","kaylamartinez987",12265.55,1737.67,"Brazil","cash"
"2020-05-01","UDLA",8345.88,1380.55,"United States","fiverr"
"2020-11-01","andrewgarcia456",8882.36,2714.56,"United States","cash"
"2020-02-01","UBO",8824.45,3105.6,"Brazil","fiverr"
"2019-05-01","advantagehayoor",7829.69,3207.51,"Brazil","cash"
"2020-06-01","mattmiller234",6575.22,1230.83,"Brazil","fiverr"
"2020-01-01","UBO",9617.7,2713.21,"Brazil","fiverr"
"2020-06-01","brandicasey39",7021.64,2223.14,"United States","fiverr"
"2019-12-01","ryanmiller654",5894.8,2743.35,"Brazil","cash"
"2019-03-01","peterpark789",8832.95,2470.2,"United States","cash"
"2019-03-01","rebeccakelly",11003.03,2411.12,"Brazil","fiverr"
"2020-10-01","UBO",8366.31,929.17,"Brazil","fiverr"
"2019-10-01","UBO",8812.3,2624.03,"Spain","cash"
"2019-04-01","UBO",11341.39,4145.67,"United States","fiverr"
"2020-04-01","josephrivera789",8198.75,1267.35,"Germany","cash"
"2020-06-01","UDLA",9428.13,3474.99,"Brazil","cash"
"2020-09-01","jessicawong987",7922.6,1007.4,"Chile","cash"
"2019-01-01","josephrivera789",9481.55,1347.12,"United States","fiverr"
"2019-01-01","meganjackson789",7971.58,4042.18,"Brazil","cash"
"2020-06-01","johndoe123",9142.49,4214.76,"Brazil","cash"
"2020-04-01","laurasmith456",10449.94,2049.56,"United States","cash"
"2019-03-01","laurasmith456",5765.73,2830.16,"United States","cash"
"2019-11-01","UBO",9545.91,1997.26,"Germany","cash"
"2019-10-01","williamnguyen123",7946.16,2414.77,"Chile","fiverr"
"2020-03-01","jenniferbrown890",7380.37,1951.31,"Brazil","fiverr"
"2019-06-01","ryanmiller654",5581.77,1131.86,"Brazil","cash"
"2020-04-01","brandicasey39",9347.54,2464.91,"Brazil","cash"
"2020-02-01","madisonjackson123",9254.77,1597.58,"Brazil","fiverr"
"2019-02-01","brandicasey39",7429.81,2424.78,"Brazil","cash"
"2020-01-01","rebeccakelly",5837.17,2553.93,"Brazil","cash"
"2019-07-01","johndoe123",11991.33,2046.38,"Brazil","cash"
"2020-08-01","laurasmith456",10389.12,2601.4,"Australia","fiverr"
"2020-02-01","elizabethkim456",12089.73,2558.07,"United States","cash"
"2020-01-01","rebeccakelly",10293.81,3406.02,"Brazil","paypal"
"2020-05-01","tt_gta",11608.43,2450.1,"United States","cash"
"2019-05-01","chrisdavis890",12031.08,3650.99,"Brazil","cash"
"2020-10-01","danielrivera321",6855.96,2367.73,"Brazil","cash"
"2019-04-01","rebeccakelly",5740.37,3143.38,"Brazil","cash"
"2020-11-01","victoriajones321",5922.07,3422.75,"United States","paypal"
"2020-08-01","nataliechen567",6220.66,3480.12,"Brazil","cash"
"2019-09-01","jatalijatali",7229.31,2700.1,"United States","cash"
"2019-10-01","victoriajones321",10325.09,3827.85,"Australia","paypal"
"2019-03-01","madisonjackson123",9934.66,2856.15,"Spain","paypal"
"2020-05-01","UBO",6747.99,2233.33,"United States","cash"
"2019-04-01","robertmartin567",6021.51,3862.14,"United States","cash"
"2019-03-01","jenniferbrown890",8826.03,2992.78,"Brazil","fiverr"
"2019-10-01","elizabethkim456",7875.11,2348.7,"United States","cash"
"2020-01-01","UBO",7694.36,2282.49,"Brazil","cash"
"2020-08-01","lifeaj130",7915.46,3488.1,"Brazil","cash"
"2019-10-01","Larry SDF",7274.08,2455.4,"Brazil","fiverr"
"2019-08-01","advantagehayoor",11052.45,2350.93,"United States","fiverr"
"2019-12-01","UBO",8134.93,1984.89,"Brazil","fiverr"
"2019-05-01","brandicasey39",6151.59,1719.26,"Brazil","cash"
"2019-02-01","nataliechen567",7483.5,3157.94,"Brazil","cash"
"2020-01-01","UBO",8128.53,795.65,"United States","cash"
"2020-04-01","UDLA",12322.04,3030.89,"Brazil","cash"
"2020-10-01","samanthawilliams234",8281.66,1018.25,"Brazil","paypal"
"2020-09-01","meganjackson789",11982.33,1440.35,"Brazil","cash"
"2019-08-01","lifeaj130",6339.54,2300.93,"United States","fiverr"
"2020-06-01","jameslee987",11136.18,3728.32,"Brazil","fiverr"
"2019-12-01","andrewgarcia456",10673.87,3065.49,"Brazil","fiverr"
"2020-01-01","hueydog1",7247.78,2574.73,"Brazil","cash"
"2019-10-01","UDLA",8606.48,1435.58,"Brazil","cash"
"2019-10-01","jatalijatali",12886.86,1671.76,"United States","fiverr"
"2020-04-01","laurenrodriguez654",5010.99,3899.55,"United States","cash"
"2019-09-01","williamnguyen123",12523.7,3284.21,"United States","cash"
"2019-11-01","ashleytaylor321",6435.34,2281.1,"Brazil","cash"
"2020-03-01","UDLA",9427.4,972.04,"Brazil","paypal"
"2020-05-01","laurasmith456",9733.4,1913.13,"United States","cash"
"2019-07-01","thomasdavis234",12998.75,3462.26,"Brazil","cash"
"2020-01-01","UDLA",8585.3,1671.5,"Brazil","paypal"
"2020-09-01","advantagehayoor",8774.8,3660.13,"Brazil","paypal"
"2019-04-01","rebeccakelly",7042.85,1686.59,"Germany","fiverr"
"2020-02-01","ryanmiller654",6234.57,3259.67,"Brazil","cash"
"2020-02-01","danielrivera321",11297.6,2581.45,"Brazil","cash"
"2020-04-01","josephrivera789",6845.09,2036.21,"Germany","fiverr"
"2019-06-01","UDLA",7992.54,3020.55,"Brazil","fiverr"
"2019-04-01","samanthawilliams234",8824.92,3768.2,"Spain","fiverr"
"2020-11-01","UBO",7942.92,3079.56,"Germany","cash"
"2019-02-01","ashleytaylor321",3448.18,4152.15,"Brazil","fiverr"
"2019-08-01","UDLA",6150.72,3011.03,"Brazil","cash"
"2019-04-01","tt_gta",10658.22,2269.66,"United States","fiverr"
"2019-06-01","danielrivera321",12480.42,2839.72,"Brazil","fiverr"
"2020-07-01","lifeaj130",10135.77,3039.22,"United States","cash"
"2020-04-01","victoriajones321",4977.46,2254.49,"Germany","cash"
"2020-06-01","lifeaj130",5797.77,3126.18,"Brazil","fiverr"
"2019-08-01","thomasdavis234",10285.41,2181.18,"United States","cash"
"2020-12-01","ryanmiller654",6961.75,1124.56,"Brazil","cash"
"2019-10-01","victoriajones321",9641.71,2926.17,"Chile","cash"
"2020-09-01","robertmartin567",4807.22,1799.68,"Brazil","cash"
"2020-03-01","UDLA",7530.13,1814.71,"Brazil","cash"
"2019-05-01","thomasdavis234",10188.81,2692.22,"Brazil","cash"
"2019-11-01","rebeccakelly",5111.46,1995.83,"Brazil","fiverr"
"2020-06-01","brianjohnson654",5271.54,1679.45,"Brazil","fiverr"
"2020-07-01","UDLA",9666.05,2567.7,"Brazil","paypal"
"2019-09-01","UBO",8801.69,3335.97,"United States","cash"
"2020-06-01","samanthawilliams234",10467.61,2888.12,"Brazil","paypal"
"2020-02-01","UBO",12197.23,2084.13,"Chile","fiverr"
"2020-08-01","madisonjackson123",11287.89,2783.81,"Germany","fiverr"
"2020-09-01","elizabethkim456",8860.82,2173.62,"United States","cash"
"2019-05-01","andrewgarcia456",6560.79,2371.87,"Spain","fiverr"
"2019-08-01","UBO",5951.03,2293.13,"Brazil","cash"
"2020-03-01","jessicawong987",5052.75,2790.46,"Spain","cash"
"2020-11-01","josephrivera789",9199.72,1587.5,"United States","cash"
"2020-06-01","meganjackson789",9957.03,2073.66,"Brazil","paypal"
"2020-06-01","lifeaj130",7089.5,1808.37,"Australia","cash"
"2019-12-01","UBO",7294.99,1063.42,"United States","cash"
"2020-09-01","rebeccakelly",8327.14,2729.46,"Brazil","cash"
"2019-07-01","advantagehayoor",9697.82,2717.07,"Brazil","cash"
"2020-01-01","jatalijatali",9220.47,3662.2,"United States","fiverr"
"2020-11-01","jenniferbrown890",11933.15,1820.6,"United States","fiverr"
"2020-06-01","UBO",10781.44,1643.03,"Spain","cash"
"2019-12-01","UDLA",7560.43,3673.98,"United States","cash"
"2019-10-01","lifeaj130",5960.65,3246.29,"Brazil","cash"
"2019-12-01","danielrivera321",6354.91,2587.21,"Brazil","cash"
"2019-12-01","robertmartin567",9387.59,2948.12,"Brazil","cash"
"2020-08-01","olivialopez567",7260.76,3738.92,"United States","cash"
"2019-12-01","laurasmith456",6314.49,1963.12,"Brazil","fiverr"
"2020-07-01","advantagehayoor",5930.7,1797.07,"Brazil","cash"
"2019-01-01","meganjackson789",9785.81,1957.02,"Chile","fiverr"
"2020-02-01","UBO",10252.38,2861.99,"Brazil","fiverr"
"2019-08-01","madisonjackson123",6473.32,3494.17,"United States","fiverr"
"2019-04-01","victoriajones321",8955.76,2367.34,"Brazil","cash"
"2020-01-01","chrisdavis890",10853.93,2296.12,"Brazil","cash"
"2020-04-01","madisonjackson123",4551.37,2002.15,"United States","fiverr"
"2019-12-01","Larry SDF",8499.14,4197.14,"United States","cash"
"2020-11-01","kaylamartinez987",7802.74,1280.05,"United States","cash"
"2019-05-01","brandicasey39",7583.14,1554.15,"United States","cash"
"2020-06-01","brianjohnson654",4447.5,2106.87,"United States","cash"
"2019-03-01","ericgarcia890",9102.91,2341.29,"Brazil","cash"
"2020-10-01","nataliechen567",7365.47,1917.96,"Spain","cash"
"2020-02-01","ryanmiller654",5938.17,1688.42,"Brazil","cash"
"2020-05-01","elizabethkim456",6642.61,3973.09,"Brazil","fiverr"
"2019-09-01","kaylamartinez987",6604.38,1838.81,"Brazil","cash"
"2019-04-01","peterpark789",5705.05,3753.91,"Brazil","cash"
"2019-11-01","UDLA",6251.18,1702.01,"Brazil","paypal"
"2020-04-01","brianjohnson654",5344.72,1771.4,"United States","cash"
"2019-10-01","chrisdavis890",6725.12,1656.19,"Spain","cash"
"2020-07-01","williamnguyen123",7533.65,1513.19,"Brazil","paypal"
"2020-11-01","ashleytaylor321",11029.45,3637.15,"United States","cash"
"2019-11-01","jenniferbrown890",10457.21,1923.5,"Brazil","cash"
"2019-03-01","laurasmith456",6770.79,3180.02,"United States","cash"
"2020-04-01","lifeaj130",9226.7,1423.98,"Chile","cash"
"2019-06-01","andrewgarcia456",4736.82,2359.27,"Brazil","cash"
"2020-09-01","laurasmith456",7186.11,2159.93,"United States","cash"
"2020-10-01","ashleytaylor321",2035.52,3108.45,"Burkina Faso","fiverr"
"2020-11-01","olivialopez567",9155.47,3768.48,"Burkina Faso","cash"
"2019-02-01","UDLA",7786.4,1817.74,"United States","fiverr"
"2019-02-01","jatalijatali",12003.51,2847.73,"Brazil","cash"
"2020-04-01","Larry SDF",10076.52,3091.47,"United States","paypal"
"2019-08-01","jenniferbrown890",9283.72,3921.09,"Brazil","cash"
"2019-11-01","olivialopez567",9737.05,1494.34,"Brazil","cash"
"2020-08-01","UDLA",9071.08,2944.28,"Brazil","paypal"
"2020-03-01","lifeaj130",7881.06,4260.8,"Brazil","cash"
"2020-04-01","jatalijatali",7310.37,2737.6,"Brazil","cash"
"2019-12-01","danielrivera321",6313.88,2147.86,"United States","cash"
"2020-05-01","UBO",5060.07,3778.35,"Brazil","paypal"
"2019-08-01","ericgarcia890",6031.63,3228.89,"Brazil","cash"
"2020-10-01","hueydog1",5948.58,2461.98,"United States","cash"
"2019-05-01","jameslee987",8150,3077.46,"Brazil","cash"
"2019-05-01","ashleytaylor321",6633.57,2261.64,"Brazil","cash"
"2020-11-01","jameslee987",6629.64,3758.78,"Brazil","fiverr"
"2019-04-01","stephaniechen123",6098.05,2580.05,"Brazil","fiverr"
"2019-05-01","elizabethkim456",6495.07,3258.98,"United States","cash"
"2019-07-01","andrewgarcia456",11375.82,3733.23,"Brazil","paypal"
"2020-06-01","UDLA",8044.72,2107.06,"Germany","cash"
"2020-02-01","laurasmith456",6790.94,2330.76,"Brazil","cash"
"2019-02-01","advantagehayoor",7813.95,1450.59,"Brazil","fiverr"
"2020-03-01","UDLA",7806.5,2851.51,"Brazil","cash"
"2019-03-01","andrewgarcia456",10289.4,2319.14,"Brazil","fiverr"
"2019-02-01","madisonjackson123",11151.31,2810.28,"Brazil","cash"
"2020-12-01","UDLA",8897.62,2639.16,"Brazil","paypal"
"2019-07-01","tt_gta",11205.18,1502.47,"Brazil","fiverr"
"2019-11-01","brianjohnson654",5967.44,2173.68,"Australia","cash"
"2020-07-01","josephrivera789",7448.83,3591.27,"Brazil","paypal"
"2019-03-01","thomasdavis234",7314.45,2788.43,"United States","paypal"
"2020-05-01","UDLA",11549.01,3148.51,"Chile","fiverr"
"2020-01-01","madisonjackson123",5294.84,2412.4,"Spain","cash"
"2019-04-01","lifeaj130",10042.64,1979.82,"Burkina Faso","fiverr"
"2020-10-01","ryanmiller654",6163.33,3209.97,"United States","cash"
"2020-01-01","ashleytaylor321",8050.41,3270.05,"Germany","cash"
"2019-04-01","UDLA",8620.99,2243.82,"Brazil","cash"
"2020-04-01","tt_gta",7985.94,2933.24,"Brazil","fiverr"
"2019-10-01","UDLA",12742.66,2873.17,"United States","cash"
"2019-11-01","advantagehayoor",5964.85,3569.93,"Brazil","cash"
"2019-12-01","stephaniechen123",10283.53,2373.72,"Brazil","fiverr"
"2019-04-01","Larry SDF",9705.03,1568.29,"United States","fiverr"
"2020-07-01","stephaniechen123",6322.75,2437.45,"United States","cash"
"2019-07-01","UDLA",3216.68,1967.42,"Brazil","cash"
"2020-10-01","jatalijatali",8982.53,3090.3,"Brazil","cash"
"2019-04-01","lifeaj130",7040.72,4344.35,"Brazil","cash"
"2019-11-01","lifeaj130",8276.94,2054.8,"Brazil","cash"
"2019-04-01","hueydog1",6518.93,1271.98,"Brazil","fiverr"
"2019-05-01","robertmartin567",6220.38,2163.21,"United States","cash"
"2019-10-01","jatalijatali",9700.34,2749.66,"Brazil","fiverr"
"2020-07-01","jenniferbrown890",8567.7,1448.5,"Brazil","fiverr"
"2019-04-01","jatalijatali",6902.01,3401.51,"Australia","fiverr"
"2020-08-01","johndoe123",12650.53,2258.68,"Brazil","fiverr"
"2020-07-01","UBO",6761.36,1967.15,"Germany","fiverr"
"2019-07-01","UBO",4523.58,1988.77,"Brazil","paypal"
"2020-12-01","UDLA",9622.37,1172.39,"Spain","cash"
"2020-08-01","olivialopez567",10000.38,2965.26,"Chile","cash"
"2020-11-01","mattmiller234",7314.97,1849.27,"United States","cash"
"2019-11-01","jatalijatali",4693.54,2391.97,"United States","fiverr"
"2019-06-01","victoriajones321",8159.13,2768.01,"Brazil","cash"
"2019-08-01","meganjackson789",8124.79,893.22,"Brazil","cash"
"2019-06-01","victoriajones321",8224.34,929.44,"United States","cash"
"2020-02-01","rebeccakelly",10523.34,2488.06,"United States","paypal"
"2019-04-01","danielrivera321",5983.74,3604.3,"United States","fiverr"
"2019-07-01","ashleytaylor321",5595.39,2802.74,"Brazil","cash"
"2019-03-01","samanthawilliams234",6390.77,798.84625,"Brazil","cash"
"2020-11-01","jatalijatali",9896.23,3884.28,"Brazil","cash"
"2020-04-01","UBO",8255.91,2209.41,"Brazil","paypal"
"2020-02-01","UBO",6994.37,1331.77,"Brazil","paypal"
"2020-09-01","danielrivera321",5470.93,1863.22,"Brazil","cash"
"2020-12-01","nataliechen567",13283.73,4720.43,"United States","cash"
"2019-03-01","samanthawilliams234",5808,2476.67,"United States","fiverr"
"2019-06-01","UDLA",4956.26,4231.52,"United States","cash"
"2020-09-01","williamnguyen123",7420.03,546.67,"United States","fiverr"
"2020-02-01","rebeccakelly",4963.92,1938.44,"United States","cash"
"2019-12-01","lifeaj130",7569.44,2075.21,"United States","fiverr"
"2019-05-01","rebeccakelly",6168.59,3351.99,"United States","cash"
"2019-11-01","josephrivera789",9167.06,2292.54,"Brazil","cash"
"2020-01-01","ryanmiller654",7801.99,2057.58,"Brazil","cash"
"2019-04-01","jatalijatali",10505.25,2875.66,"Australia","cash"
"2019-09-01","jatalijatali",7371.67,3141.05,"Brazil","cash"
"2020-02-01","Larry SDF",10574.38,1675.66,"Brazil","fiverr"
"2020-06-01","ericgarcia890",6065.84,3270.95,"Brazil","fiverr"
"2020-11-01","josephrivera789",8517.32,2054.5,"Brazil","cash"
"2019-06-01","jatalijatali",8768.63,1676.44,"United States","fiverr"
"2019-07-01","UBO",7259.38,2746.76,"Chile","cash"
"2020-10-01","johndoe123",9715.1,1820.95,"Brazil","paypal"
"2020-12-01","stephaniechen123",10406.05,3247.18,"Brazil","paypal"
"2020-04-01","kaylamartinez987",7403.86,2324.77,"Brazil","fiverr"
"2020-03-01","lifeaj130",9764.35,2113.09,"Brazil","fiverr"
"2020-01-01","lifeaj130",8362.5,1567.18,"United States","fiverr"
"2020-06-01","rebeccakelly",6500.03,1397.04,"Brazil","fiverr"
"2020-06-01","jenniferbrown890",9350.96,2616.18,"United States","fiverr"
"2020-12-01","UDLA",8836.3,1938.88,"United States","cash"
"2020-11-01","laurenrodriguez654",8749.52,1825.01,"United States","paypal"
"2019-01-01","tt_gta",5115.95,2167.51,"Chile","fiverr"
"2019-03-01","UBO",5809.95,737.14,"United States","cash"
"2020-09-01","kaylamartinez987",6391.69,1669.94,"Burkina Faso","cash"
"2019-04-01","samanthawilliams234",9189.8,1798.07,"Brazil","cash"
"2020-05-01","UBO",6744.21,3587.81,"Brazil","cash"
"2019-07-01","UDLA",10503.12,3439.81,"Brazil","fiverr"
"2020-06-01","Larry SDF",5515.57,3696.37,"Brazil","fiverr"
"2019-07-01","josephrivera789",7826.62,3552.47,"Chile","paypal"
